"Ewe.ID","line","Parity","dbeg","dend","bcsinit"
71594,791,3,NA,NA,0
71596,792,1,NA,NA,0
71596,792,2,387,670,2.674968870948
71596,792,3,NA,NA,0
71645,793,1,20,219,2.84707583969985
71645,793,2,457,595,2.69305182141627
71645,793,3,NA,NA,0
71666,794,1,15,198,2.73158687540294
71666,794,2,430,593,2.5521270331361
71666,794,3,NA,NA,0
71680,795,1,NA,NA,0
71680,795,2,375,527,2.72860544506427
71680,795,3,NA,NA,0
71692,796,1,62,194,2.81968455533326
71692,796,2,414,591,2.9942387367589
71692,796,3,719,864,2.80316562629509
81005,797,1,85,229,2.92308211767757
81005,797,2,363,670,2.8925611796129
81005,797,3,NA,NA,0
81007,798,1,0,267,2.8000603320032
81007,798,2,NA,NA,0
81007,798,3,NA,NA,0
81010,799,1,22,249,2.94499581509723
81010,799,2,359,488,3.02668320602662
81010,799,3,NA,NA,0
81020,800,1,0,279,3.39824532719105
81020,800,2,458,631,3.33651616568522
81020,800,3,NA,NA,0
81028,801,1,NA,NA,0
81028,801,2,438,558,3.02424943461399
81028,801,3,NA,NA,0
81030,802,1,0,153,2.8007016843362
81030,802,2,436,560,2.72038221301713
81030,802,3,NA,NA,0
81031,803,1,17,240,2.82148006200131
81031,803,2,445,670,2.6005082366866
81031,803,3,NA,NA,0
81038,804,1,NA,NA,0
81038,804,2,395,521,3.00381069658359
81038,804,3,NA,NA,0
81043,805,1,77,197,2.83936502181061
81043,805,2,445,568,2.73747821809716
81043,805,3,NA,NA,0
81045,806,1,40,242,2.91384249253799
81045,806,2,360,664,2.73952341743634
81045,806,3,819,970,2.88785483165438
81046,807,1,23,318,2.99875896376506
81046,807,2,449,555,2.74523979586849
81046,807,3,NA,NA,0
81050,808,1,21,305,2.87495456090346
81050,808,2,438,568,2.72089927038559
81050,808,3,NA,NA,0
81051,809,1,47,242,2.70622593154324
81051,809,2,360,646,2.71278839115417
81051,809,3,NA,NA,0
81052,810,1,NA,NA,0
81052,810,2,360,604,2.99411828150501
81052,810,3,723,884,2.84432295182869
81053,811,1,36,258,2.96133142340856
81053,811,2,374,613,2.88542234971042
81053,811,3,795,970,2.90941111967166
81059,812,1,17,238,2.85173337539035
81059,812,2,361,670,2.77530675270624
81059,812,3,NA,NA,0
81062,813,1,13,196,3.21122650350524
81062,813,2,386,589,3.0372444922687
81062,813,3,770,944,3.09601543742784
81063,814,1,40,211,2.81736452631612
81063,814,2,356,490,2.82867853442157
81063,814,3,753,929,2.85930042840746
81067,815,1,0,317,2.78974726527744
81067,815,2,463,559,2.57199214568412
81067,815,3,NA,NA,0
81071,816,1,0,213,2.88517078463428
81071,816,2,427,580,2.64816565740546
81071,816,3,714,838,2.78520122159544
81072,817,1,13,275,2.96717235508892
81072,817,2,438,587,2.59739634587956
81072,817,3,NA,NA,0
81074,818,1,0,270,3.1886718107654
81074,818,2,453,611,3.17157500979062
81074,818,3,739,983,3.08034991716439
81083,819,1,34,186,2.81639478462316
81083,819,2,443,575,2.670263339632
81083,819,3,NA,NA,0
81086,820,1,71,215,3.1172285211199
81086,820,2,NA,NA,0
81086,820,3,NA,NA,0
81093,821,1,73,273,2.93563575386565
81093,821,2,467,616,2.85328320795956
81093,821,3,760,1030,2.82762323930682
81094,822,1,60,222,2.6086437620268
81094,822,2,482,602,2.47482531033155
81094,822,3,718,853,2.80836403470351
81102,824,1,16,253,2.6227647500821
81102,824,2,389,579,2.54353487547082
81102,824,3,NA,NA,0
81115,825,1,NA,NA,0
81115,825,2,442,548,3.07745675875041
81115,825,3,NA,NA,0
81116,826,1,41,190,2.8081229552185
81116,826,2,435,636,2.91421834062782
81116,826,3,NA,NA,0
81124,827,1,0,230,2.99649534186108
81124,827,2,430,557,2.76833641378139
81124,827,3,NA,NA,0
81131,828,1,15,254,2.62294980895959
81131,828,2,408,563,2.73840537606759
81131,828,3,NA,NA,0
81132,829,1,0,212,2.89547477284495
81132,829,2,435,559,2.80508925998002
81132,829,3,NA,NA,0
81136,830,1,0,222,2.89607542575815
81136,830,2,430,555,2.82530242123345
81136,830,3,NA,NA,0
81137,831,1,NA,NA,0
81137,831,2,392,590,3.35585511133257
81137,831,3,NA,NA,0
81139,832,1,NA,NA,0
81139,832,2,440,582,2.85605723006914
81139,832,3,NA,NA,0
81144,833,1,NA,NA,0
81144,833,2,391,620,2.91773098932385
81144,833,3,735,822,2.91208534890133
81145,834,1,81,236,3.17099720016748
81145,834,2,360,624,2.92048960681455
81145,834,3,NA,NA,0
81150,835,1,0,288,3.28696099361614
81150,835,2,440,558,3.11488961951179
81150,835,3,NA,NA,0
81155,836,1,43,244,3.25182710045089
81155,836,2,361,670,2.97073281286838
81155,836,3,763,975,3.12821398752497
81157,837,1,0,187,2.99323746383052
81157,837,2,465,660,2.83916328090376
81157,837,3,NA,NA,0
81159,838,1,0,229,3.3931947057062
81159,838,2,451,555,3.08222590252028
81159,838,3,NA,NA,0
81165,839,1,NA,NA,0
81165,839,2,444,611,2.92673415447173
81165,839,3,NA,NA,0
81177,840,1,55,289,2.96842741495808
81177,840,2,430,567,2.80868897226988
81177,840,3,NA,NA,0
81180,841,1,72,320,3.03549992008811
81180,841,2,445,596,2.73750778063407
81180,841,3,NA,NA,0
81181,842,1,0,261,2.89590265763641
81181,842,2,427,571,2.67385705930528
81181,842,3,NA,NA,0
81183,843,1,0,185,2.6951542862002
81183,843,2,442,575,2.76998572038672
81183,843,3,NA,NA,0
81184,844,1,NA,NA,0
81184,844,2,471,637,2.95614564599422
81184,844,3,NA,NA,0
81186,845,1,NA,NA,0
81186,845,2,391,597,2.89645002291938
81186,845,3,NA,NA,0
81190,846,1,NA,NA,0
81190,846,2,444,593,2.58875960747876
81190,846,3,720,999,2.74429126096333
81191,847,1,0,232,2.79252586743256
81191,847,2,354,501,2.77605492562888
81191,847,3,772,964,2.86478017811143
81194,848,1,49,234,2.91143133404068
81194,848,2,404,573,2.90565965422508
81194,848,3,849,995,3.06471396795185
81195,849,1,NA,NA,0
81195,849,2,442,567,2.80837783324529
81195,849,3,701,977,2.69801981057288
81207,850,1,NA,NA,0
81207,850,2,360,570,3.48786158479192
81207,850,3,765,960,3.39991957460705
81209,851,1,82,187,2.94348183847017
81209,851,2,441,554,3.06874518146948
81209,851,3,NA,NA,0
81211,852,1,23,263,2.78524997754341
81211,852,2,526,645,3.08130106419837
81211,852,3,NA,NA,0
81212,853,1,0,195,2.88004195377493
81212,853,2,NA,NA,0
81212,853,3,NA,NA,0
81214,854,1,17,208,2.81429790763111
81214,854,2,NA,NA,0
81214,854,3,NA,NA,0
81218,855,1,0,303,2.88086025706087
81218,855,2,444,570,2.83039276620059
81218,855,3,NA,NA,0
81222,856,1,19,209,2.91905373040799
81222,856,2,497,637,2.89223690870442
81222,856,3,NA,NA,0
81224,857,1,118,299,2.88890144925587
81224,857,2,440,574,3.14251391297297
81224,857,3,753,958,2.97466397077491
81225,858,1,NA,NA,0
81225,858,2,387,559,3.26263305630007
81225,858,3,770,956,3.0859790769864
81234,859,1,18,271,3.22080196863535
81234,859,2,424,670,2.907795093879
81234,859,3,NA,NA,0
81235,860,1,13,242,2.83826256401829
81235,860,2,429,597,2.5343513072856
81235,860,3,720,966,2.7742545261733
81237,861,1,0,228,2.89525975190915
81237,861,2,435,566,2.98293423251143
81237,861,3,NA,NA,0
81242,862,1,0,250,3.28027154821171
81242,862,2,424,546,2.98705061293652
81242,862,3,NA,NA,0
81247,863,1,71,232,2.76263841125063
81247,863,2,359,503,2.83450370025249
81247,863,3,748,932,2.65721241605112
81250,864,1,0,293,3.00904642363132
81250,864,2,484,670,2.87861388308319
81250,864,3,NA,NA,0
81254,865,1,31,210,2.81520792471133
81254,865,2,352,690,2.82069416973051
81254,865,3,NA,NA,0
81256,866,1,28,330,2.9615007147836
81256,866,2,NA,NA,0
81256,866,3,NA,NA,0
81257,867,1,NA,NA,0
81257,867,2,428,613,3.02395571113103
81257,867,3,NA,NA,0
81260,868,1,0,267,2.69534634332882
81260,868,2,428,670,2.66374697474848
81260,868,3,NA,NA,0
81263,869,1,0,226,2.8917561763509
81263,869,2,442,602,2.62770806415572
81263,869,3,NA,NA,0
81267,870,1,15,212,2.81172728573993
81267,870,2,407,589,2.55049622810552
81267,870,3,NA,NA,0
81270,871,1,0,189,2.89205495816025
81270,871,2,453,531,2.49017720258774
81270,871,3,857,964,2.91465040793527
81273,872,1,NA,NA,0
81273,872,2,360,515,3.00856882095228
81273,872,3,NA,NA,0
81278,873,1,25,259,2.86863934990394
81278,873,2,389,633,2.74783671821217
81278,873,3,NA,NA,0
81281,874,1,0,310,2.78073676653528
81281,874,2,NA,NA,0
81281,874,3,NA,NA,0
81282,875,1,NA,NA,0
81282,875,2,393,591,3.00167237879588
81282,875,3,722,981,2.77156084844168
81285,876,1,NA,NA,0
81285,876,2,432,588,2.77145706913385
81285,876,3,728,910,2.79293953617506
81288,877,1,0,195,2.89207820802245
81288,877,2,409,557,2.7111055120031
81288,877,3,NA,NA,0
81289,878,1,0,337,3.20031088906253
81289,878,2,447,627,2.58667483544529
81289,878,3,NA,NA,0
81292,879,1,98,310,3.07441155103926
81292,879,2,NA,NA,0
81292,879,3,799,954,3.33027224089743
81300,880,1,25,330,2.89216653200283
81300,880,2,NA,NA,0
81300,880,3,NA,NA,0
81303,881,1,0,223,2.88343195482869
81303,881,2,NA,NA,0
81303,881,3,NA,NA,0
81310,882,1,22,251,3.23663473415763
81310,882,2,378,536,2.93062532945504
81310,882,3,NA,NA,0
81320,883,1,86,251,3.26937719940319
81320,883,2,384,534,2.96358826222689
81320,883,3,726,932,3.19007947043962
81321,884,1,NA,NA,0
81321,884,2,426,639,2.94919889052045
81321,884,3,NA,NA,0
81324,885,1,NA,NA,0
81324,885,2,399,598,2.91250941324978
81324,885,3,718,848,2.81942854084832
81325,886,1,73,209,3.12006440989411
81325,886,2,361,583,2.87207436773686
81325,886,3,778,971,3.2355476206498
81326,887,1,79,211,3.12598461126991
81326,887,2,365,525,3.20888200212921
81326,887,3,836,1030,3.67844187381796
81327,888,1,42,236,2.91501736791816
81327,888,2,366,462,2.82468458551107
81327,888,3,774,980,2.89784919418834
81332,889,1,NA,NA,0
81332,889,2,438,566,3.04927856645455
81332,889,3,NA,NA,0
81338,890,1,0,280,2.88955809114701
81338,890,2,477,648,2.77732819391644
81338,890,3,NA,NA,0
81340,891,1,0,200,2.88810134551927
81340,891,2,435,576,2.71880475615102
81340,891,3,NA,NA,0
81342,892,1,85,298,2.89447261298295
81342,892,2,446,594,2.83376322453203
81342,892,3,NA,NA,0
81348,893,1,12,268,2.83885146111373
81348,893,2,401,579,2.76848775058972
81348,893,3,720,895,2.84769188720546
81352,894,1,0,242,2.8954253430397
81352,894,2,423,670,2.72137227023768
81352,894,3,NA,NA,0
81357,895,1,27,231,2.97637939340432
81357,895,2,387,540,2.78860439416638
81357,895,3,NA,NA,0
81360,896,1,0,282,3.18565086422717
81360,896,2,438,577,2.98867625070142
81360,896,3,NA,NA,0
81365,897,1,6,287,3.01468641019366
81365,897,2,NA,NA,0
81365,897,3,NA,NA,0
81370,898,1,0,258,3.00739980971099
81370,898,2,486,617,2.89816263597956
81370,898,3,735,998,2.8673459488574
81372,899,1,NA,NA,0
81372,899,2,433,564,2.66527185865659
81372,899,3,NA,NA,0
81382,900,1,15,245,2.83885039694909
81382,900,2,363,525,2.76922501054357
81382,900,3,844,988,2.69111014919245
81387,901,1,24,252,2.50909315431632
81387,901,2,422,548,2.57893004645759
81387,901,3,NA,NA,0
81390,902,1,0,247,2.80350929510453
81390,902,2,360,594,2.89683849697811
81390,902,3,772,955,2.91210981950513
81410,903,1,15,198,2.91318397681367
81410,903,2,453,592,2.77750393217172
81410,903,3,712,848,2.8522493380057
81411,904,1,75,214,3.56383493486016
81411,904,2,NA,NA,0
81411,904,3,NA,NA,0
81414,905,1,78,236,2.77240671659227
81414,905,2,359,480,2.91215388487482
81414,905,3,761,973,3.1708994555279
81417,906,1,0,228,2.89590248606244
81417,906,2,360,535,2.83434729415655
81417,906,3,NA,NA,0
81418,907,1,35,282,2.70967158889396
81418,907,2,NA,NA,0
81418,907,3,NA,NA,0
81420,908,1,60,222,2.7471268253709
81420,908,2,356,460,2.76391308475273
81420,908,3,NA,NA,0
81435,909,1,0,274,3.09972579089947
81435,909,2,NA,NA,0
81435,909,3,NA,NA,0
81439,910,1,16,239,2.71767610299937
81439,910,2,460,634,2.81598902270348
81439,910,3,NA,NA,0
81447,911,1,78,236,3.00982998056291
81447,911,2,382,574,2.91400797679031
81447,911,3,NA,NA,0
81450,912,1,0,240,2.70104803254497
81450,912,2,363,530,2.78443327921598
81450,912,3,745,930,2.58613481405549
81451,913,1,NA,NA,0
81451,913,2,432,583,2.76397479353557
81451,913,3,NA,NA,0
81456,914,1,NA,NA,0
81456,914,2,420,609,2.90691495063934
81456,914,3,725,994,2.79178703231213
81465,915,1,38,194,2.78550659644137
81465,915,2,441,562,2.65831697660706
81465,915,3,NA,NA,0
81481,916,1,25,234,2.78604600857911
81481,916,2,358,517,2.79804740437762
81481,916,3,767,929,2.79192617558416
81497,917,1,NA,NA,0
81497,917,2,NA,NA,0
81497,917,3,749,932,3.22177445356838
81499,918,1,80,218,2.85494664145041
81499,918,2,382,587,2.8593537771312
81499,918,3,795,1008,2.88771090320145
81502,919,1,NA,NA,0
81502,919,2,436,554,3.05348139232925
81502,919,3,759,909,2.95852894878603
81516,920,1,0,310,2.89169072472427
81516,920,2,448,556,2.87687818606678
81516,920,3,NA,NA,0
81521,921,1,88,238,2.88011943213418
81521,921,2,382,568,2.80558966818674
81521,921,3,759,920,2.86403343903743
81535,922,1,0,225,2.99565968013672
81535,922,2,366,554,2.97696024827368
81535,922,3,755,956,2.66400883515159
81537,923,1,74,229,2.87232471603462
81537,923,2,360,528,2.81945843141815
81537,923,3,761,939,2.85494227167923
81538,924,1,0,127,2.90109255698589
81538,924,2,401,545,2.76469361197896
81538,924,3,NA,NA,0
81545,925,1,0,205,3.1706591828725
81545,925,2,361,670,3.1436969720655
81545,925,3,720,931,3.30974108778969
81548,926,1,83,212,2.91435525841211
81548,926,2,348,506,2.85552966831764
81548,926,3,771,923,2.89652650240707
81555,927,1,NA,NA,0
81555,927,2,372,612,2.93706577585424
81555,927,3,727,877,2.81871002295433
81559,928,1,0,255,2.88647542271986
81559,928,2,364,602,2.83955690951753
81559,928,3,769,951,2.65299432291622
81576,929,1,82,201,2.93737738304112
81576,929,2,NA,NA,0
81576,929,3,NA,NA,0
81578,930,1,69,228,2.86103498726312
81578,930,2,359,690,2.79902294128598
81578,930,3,NA,NA,0
81583,931,1,71,228,2.93486258785158
81583,931,2,NA,NA,0
81583,931,3,NA,NA,0
81593,932,1,0,248,2.89571488059044
81593,932,2,373,592,2.79925039401834
81593,932,3,NA,NA,0
81602,933,1,101,251,3.12872785767514
81602,933,2,374,547,3.10357329670924
81602,933,3,762,937,3.40897971503705
81605,934,1,69,220,2.96946243329921
81605,934,2,382,565,2.80359529758465
81605,934,3,NA,NA,0
81606,935,1,40,233,2.88638887910692
81606,935,2,361,560,2.79020005174699
81606,935,3,796,986,2.89496473869075
91007,936,1,0,208,2.98993059139402
91007,936,2,422,583,2.71031628952903
91007,936,3,NA,NA,0
91008,937,1,NA,NA,0
91008,937,2,360,515,3.00841681212582
91008,937,3,913,1050,2.60046416374113
91021,938,1,22,202,2.86578442792781
91021,938,2,386,543,2.81825908955912
91021,938,3,720,970,2.80826931447752
91026,939,1,1,191,3.00430229716175
91026,939,2,NA,NA,0
91026,939,3,NA,NA,0
91040,940,1,NA,NA,0
91040,940,2,385,605,3.16348275380824
91040,940,3,748,920,3.00612537729978
91042,941,1,21,252,2.92536513208807
91042,941,2,370,560,2.81995118599392
91042,941,3,NA,NA,0
91044,942,1,0,268,3.00539253211512
91044,942,2,427,616,2.86937922807228
91044,942,3,NA,NA,0
91046,943,1,30,214,3.25117448369164
91046,943,2,450,609,3.27358858533939
91046,943,3,NA,NA,0
91049,944,1,NA,NA,0
91049,944,2,439,581,3.14247590034322
91049,944,3,NA,NA,0
91052,945,1,0,125,3.0129294025058
91052,945,2,429,585,3.09715133424252
91052,945,3,NA,NA,0
91060,946,1,0,226,3.00605287100952
91060,946,2,NA,NA,0
91060,946,3,NA,NA,0
91062,947,1,26,246,3.38325418183545
91062,947,2,361,670,3.08468217141495
91062,947,3,NA,NA,0
91067,948,1,NA,NA,0
91067,948,2,369,622,3.0466214890887
91067,948,3,NA,NA,0
91078,949,1,NA,NA,0
91078,949,2,360,670,3.00441655115904
91078,949,3,822,953,2.9027330990125
91081,950,1,1,173,3.00731779103896
91081,950,2,468,590,2.93275945620696
91081,950,3,NA,NA,0
91090,951,1,NA,NA,0
91090,951,2,431,595,2.82629581094288
91090,951,3,754,991,2.6643860215482
91091,952,1,0,271,3.00220667019239
91091,952,2,411,587,3.14051199859422
91091,952,3,NA,NA,0
91097,953,1,28,253,3.01105696763923
91097,953,2,360,670,2.86680810251068
91097,953,3,748,908,2.97679440683616
91098,954,1,5,310,3.01723165879577
91098,954,2,462,600,2.98949886538883
91098,954,3,NA,NA,0
91100,955,1,NA,NA,0
91100,955,2,360,522,3.48653985934411
91100,955,3,841,982,3.31717698246991
91101,956,1,59,193,2.9228382228204
91101,956,2,413,588,2.90863807485341
91101,956,3,NA,NA,0
91102,957,1,0,190,3.49321927189017
91102,957,2,495,670,3.38436995126286
91102,957,3,NA,NA,0
91105,958,1,NA,NA,0
91105,958,2,412,575,3.18564908343613
91105,958,3,NA,NA,0
91106,959,1,0,216,2.99102971925344
91106,959,2,415,605,3.01563839192188
91106,959,3,739,1030,2.9169739481681
91110,960,1,58,197,2.9093913990605
91110,960,2,360,625,2.87509252334967
91110,960,3,767,970,2.99941072628191
91117,961,1,32,228,3.34839299977251
91117,961,2,361,532,3.15319972078766
91117,961,3,NA,NA,0
91118,962,1,0,197,2.9959022356714
91118,962,2,471,613,2.91944901005193
91118,962,3,747,929,2.90328308180542
91121,963,1,0,194,2.98942669056816
91121,963,2,440,600,2.78513413196919
91121,963,3,NA,NA,0
91122,964,1,NA,NA,0
91122,964,2,396,575,3.14823399483534
91122,964,3,804,969,2.79177803261092
91130,965,1,NA,NA,0
91130,965,2,371,578,3.03277554047335
91130,965,3,789,971,2.84723862098099
91133,966,1,0,146,3.00490559285282
91133,966,2,455,595,3.03713277524206
91133,966,3,NA,NA,0
91136,967,1,25,177,3.12638247758439
91136,967,2,390,587,3.11864251499585
91136,967,3,NA,NA,0
91140,968,1,15,220,3.03696922820431
91140,968,2,413,604,3.14089979513816
91140,968,3,NA,NA,0
91143,969,1,NA,NA,0
91143,969,2,391,670,3.68234776604356
91143,969,3,NA,NA,0
91144,970,1,NA,NA,0
91144,970,2,360,550,2.98585894279664
91144,970,3,723,921,2.909243130538
91145,971,1,14,267,3.02709072175055
91145,971,2,431,603,3.03440671548571
91145,971,3,720,948,2.89304028480641
91146,972,1,28,227,3.22046704921399
91146,972,2,420,606,3.05207724314828
91146,972,3,NA,NA,0
91149,973,1,NA,NA,0
91149,973,2,360,544,2.99752789399332
91149,973,3,798,956,2.99020217408579
91150,974,1,23,253,3.21291287355927
91150,974,2,360,655,3.25012007045046
91150,974,3,851,995,3.41771957291324
91153,975,1,NA,NA,0
91153,975,2,442,572,2.85141408063578
91153,975,3,835,985,3.04753491443007
91156,976,1,0,206,2.99880757800207
91156,976,2,436,605,3.27260365316611
91156,976,3,733,964,3.23617097391854
91158,977,1,0,183,2.99353280834868
91158,977,2,390,607,2.48008349719549
91158,977,3,NA,NA,0
91172,978,1,0,131,2.99480830461125
91172,978,2,360,585,2.65423478601164
91172,978,3,NA,NA,0
91178,979,1,NA,NA,0
91178,979,2,360,568,2.99601351487646
91178,979,3,752,910,3.1421463509904
91183,980,1,NA,NA,0
91183,980,2,373,626,3.0418402231704
91183,980,3,NA,NA,0
91187,981,1,60,216,3.01801576564694
91187,981,2,367,543,2.82490165757018
91187,981,3,749,926,2.91643353486271
91195,982,1,30,178,3.23692729973732
91195,982,2,NA,NA,0
91195,982,3,NA,NA,0
91208,983,1,20,133,3.14644719131841
91208,983,2,387,510,3.30379950819259
91208,983,3,NA,NA,0
91209,984,1,8,241,3.42364564524267
91209,984,2,354,502,3.28527263772795
91209,984,3,781,970,3.03203475532601
91212,985,1,0,210,2.99120341018465
91212,985,2,420,607,3.24191048084363
91212,985,3,754,952,3.13289552457665
91224,986,1,NA,NA,0
91224,986,2,360,468,2.99831205241284
91224,986,3,793,1030,2.79115737428066
91232,987,1,0,185,2.99268394416265
91232,987,2,379,595,2.88612716753151
91232,987,3,NA,NA,0
91239,988,1,14,195,3.58241389353165
91239,988,2,412,606,3.19011205106164
91239,988,3,794,945,3.14918140132156
91240,989,1,0,230,2.98147871324926
91240,989,2,407,600,3.18553077333706
91240,989,3,752,954,2.90388609036124
91241,990,1,43,216,2.88540805561155
91241,990,2,358,519,2.78336580940234
91241,990,3,863,1030,2.92937198788561
91245,991,1,38,250,2.98263610349278
91245,991,2,379,572,2.85717391515167
91245,991,3,815,978,3.09772008320418
91249,992,1,33,241,2.9740616924821
91249,992,2,380,648,2.83273648212529
91249,992,3,829,995,2.75079229726759
91268,993,1,0,208,2.99177403475072
91268,993,2,406,592,2.96823473644337
91268,993,3,NA,NA,0
91269,994,1,21,271,3.08755877832999
91269,994,2,440,620,3.32429147442762
91269,994,3,NA,NA,0
91274,995,1,0,299,3.00137976215368
91274,995,2,400,492,2.35679100362933
91274,995,3,NA,NA,0
91275,996,1,0,158,2.9977228572539
91275,996,2,407,586,3.00168549674469
91275,996,3,776,951,3.18342063950495
91277,997,1,6,310,3.01083932077657
91277,997,2,383,579,2.8592958781927
91277,997,3,NA,NA,0
91278,998,1,0,185,3.00095299978254
91278,998,2,430,581,2.88650009701281
91278,998,3,NA,NA,0
91287,999,1,19,241,2.93837975614447
91287,999,2,364,566,2.83342949864973
91287,999,3,801,970,3.07711444149377
91290,1000,1,0,224,3.50767558573368
91290,1000,2,412,592,3.17774198904272
91290,1000,3,725,947,3.21954782188454
91296,1001,1,34,147,2.9985783673498
91296,1001,2,NA,NA,0
91296,1001,3,NA,NA,0
91300,1002,1,NA,NA,0
91300,1002,2,441,563,2.85478517185815
91300,1002,3,838,1030,3.02737067564485
91302,1003,1,NA,NA,0
91302,1003,2,360,490,2.99778588099456
91302,1003,3,772,1030,2.97261476471109
91306,1004,1,0,270,3.00524115918125
91306,1004,2,410,585,3.11279834295817
91306,1004,3,NA,NA,0
91310,1005,1,94,222,3.05789616305053
91310,1005,2,402,595,3.31591795812534
91310,1005,3,772,963,3.16839704695558
91313,1007,1,0,263,2.99431848769505
91313,1007,2,400,594,2.84852933002939
91313,1007,3,753,1030,2.68888995987839
91317,1008,1,7,268,3.52408120029908
91317,1008,2,422,589,3.52489040692866
91317,1008,3,NA,NA,0
91319,1009,1,0,183,3.00085880725289
91319,1009,2,412,596,2.92598140170461
91319,1009,3,737,961,2.87223205552803
91320,1010,1,NA,NA,0
91320,1010,2,384,577,3.37018251489477
91320,1010,3,795,979,3.18271919204246
91326,1011,1,21,186,3.25431644482974
91326,1011,2,400,551,2.87440830906606
91326,1011,3,850,970,2.86859158847291
91331,1012,1,12,219,3.01593996979393
91331,1012,2,455,622,3.05859770700232
91331,1012,3,NA,NA,0
91357,1013,1,15,310,3.06529770890317
91357,1013,2,463,670,3.07298884187966
91357,1013,3,NA,NA,0
91358,1014,1,42,238,2.77862558558058
91358,1014,2,355,510,2.78581810052933
91358,1014,3,NA,NA,0
91363,1015,1,0,203,2.99038022134594
91363,1015,2,401,670,2.94055565879414
91363,1015,3,NA,NA,0
91370,1016,1,0,172,2.99652220893249
91370,1016,2,360,523,3.06678074821454
91370,1016,3,NA,NA,0
91381,1017,1,3,172,3.01648696222934
91381,1017,2,377,567,2.70708178726946
91381,1017,3,NA,NA,0
91397,1018,1,0,99,2.9978411499037
91397,1018,2,488,670,2.95289223946604
91397,1018,3,NA,NA,0
91400,1019,1,0,267,3.00838105784432
91400,1019,2,434,670,3.08793148334918
91400,1019,3,NA,NA,0
91412,1020,1,32,330,3.14414122557142
91412,1020,2,NA,NA,0
91412,1020,3,NA,NA,0
91414,1021,1,0,221,3.00910044586458
91414,1021,2,422,606,3.0283437299585
91414,1021,3,NA,NA,0
91421,1022,1,41,222,2.88602910755762
91421,1022,2,354,496,2.80389178648506
91421,1022,3,780,945,2.8661379713223
91423,1023,1,NA,NA,0
91423,1023,2,405,575,2.91868842304455
91423,1023,3,NA,NA,0
91426,1024,1,0,262,3.47559977713995
91426,1024,2,404,578,3.33763009771664
91426,1024,3,NA,NA,0
91428,1025,1,6,310,3.01906347590981
91428,1025,2,426,585,2.97729284728782
91428,1025,3,NA,NA,0
91435,1026,1,32,229,2.87989688905119
91435,1026,2,353,479,2.8459499741298
91435,1026,3,NA,NA,0
91454,1027,1,6,310,3.02627747945568
91454,1027,2,441,585,3.09187050402247
91454,1027,3,NA,NA,0
91464,1028,1,25,222,3.0061056339191
91464,1028,2,360,628,3.15721519778258
91464,1028,3,757,874,3.18972731635191
91465,1029,1,NA,NA,0
91465,1029,2,517,670,2.71039056914494
91465,1029,3,NA,NA,0
91473,1030,1,0,132,3.00922309210814
91473,1030,2,420,670,3.01537649878726
91473,1030,3,NA,NA,0
91474,1031,1,9,294,3.03977292040827
91474,1031,2,414,598,2.79758583818405
91474,1031,3,NA,NA,0
91476,1032,1,0,131,3.01259604575974
91476,1032,2,369,670,2.472562649931
91476,1032,3,NA,NA,0
91478,1033,1,26,249,3.27585787605918
91478,1033,2,360,530,2.89651579560444
91478,1033,3,NA,NA,0
91482,1034,1,14,209,3.0220415359126
91482,1034,2,404,600,2.80458371208897
91482,1034,3,NA,NA,0
91496,1035,1,0,293,2.98943018074674
91496,1035,2,415,493,2.86313184037657
91496,1035,3,NA,NA,0
91498,1036,1,0,163,3.50280269986394
91498,1036,2,445,581,3.30172188716977
91498,1036,3,NA,NA,0
91500,1037,1,NA,NA,0
91500,1037,2,423,592,3.43226578433652
91500,1037,3,NA,NA,0
91508,1038,1,NA,NA,0
91508,1038,2,360,644,3.0095258752701
91508,1038,3,NA,NA,0
91517,1039,1,2,180,3.00478814467872
91517,1039,2,398,596,3.14756118393103
91517,1039,3,NA,NA,0
91525,1040,1,NA,NA,0
91525,1040,2,365,521,3.0163030917318
91525,1040,3,771,911,3.24187411357878
91541,1041,1,0,262,2.99346567278135
91541,1041,2,413,598,2.90068873616212
91541,1041,3,NA,NA,0
91557,1042,1,NA,NA,0
91557,1042,2,438,567,2.66719480540502
91557,1042,3,NA,NA,0
91563,1043,1,0,121,3.00605953697438
91563,1043,2,404,670,2.84388481693328
91563,1043,3,NA,NA,0
91565,1044,1,NA,NA,0
91565,1044,2,374,670,3.03380444738779
91565,1044,3,749,889,3.17041635386749
91586,1045,1,36,239,2.76413620152173
91586,1045,2,357,479,2.75284628411487
91586,1045,3,NA,NA,0
91595,1046,1,0,271,3.01143444118429
91595,1046,2,455,582,2.85757995690026
91595,1046,3,NA,NA,0
91602,1047,1,0,188,2.99272195910753
91602,1047,2,541,690,3.29951647147677
91602,1047,3,NA,NA,0
91616,1048,1,0,195,2.97061604488592
91616,1048,2,358,504,2.82902431953624
91616,1048,3,NA,NA,0
91617,1049,1,0,208,2.99249013829939
91617,1049,2,NA,NA,0
91617,1049,3,NA,NA,0
91624,1050,1,0,126,3.48721748656173
91624,1050,2,413,670,3.24685006308859
91624,1050,3,NA,NA,0
91631,1051,1,0,183,3.0006884099007
91631,1051,2,419,670,2.59788440092523
91631,1051,3,NA,NA,0
91636,1052,1,0,240,3.00057963149218
91636,1052,2,422,598,3.20987146141052
91636,1052,3,NA,NA,0
