"Ewe";"BW.time";"BCS.time";"Year";"Parity";"Age_mating";"LS";"state.num";"day";"BW";"BCS";"BCSm";"BCS1"
71127;"BW-L";"BCS-L";2008;1;1;"1";"160";160;49300;2.9;4;2.9
71128;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;44000;2.9;3.5;2.9
71128;"BW-L";"BCS-L";2008;1;1;"2";"160";160;53400;2.9;3.5;2.9
71138;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;40600;3.1;3.5;3.1
71138;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48900;2.5;3.5;2.5
71140;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;47600;3;3.5;3
71140;"BW-L";"BCS-L";2008;1;1;"2";"160";160;52800;2.8;3.5;2.8
71141;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;42200;3.1;3.5;3.1
71141;"BW-L";"BCS-L";2008;1;1;"2";"160";160;49500;2.7;3.5;2.7
71143;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;50600;2.8;3.5;2.8
71143;"BW-L";"BCS-L";2009;1;2;"2";"160";160;44900;2.4;3.5;2.4
71156;"BW-L";"BCS-L";2008;1;1;"2";"160";160;57200;2.6;3.5;2.6
71156;"BW-Sa";"BCS-Sa";2008;1;1;"2";"190";190;51400;2.5;3.5;2.5
71156;"BW-Sb";"BCS-Sb";2008;1;1;"2";"230";230;NA;2.47801402368433;3.5;NA
71157;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;45800;3.2;3.5;3.2
71157;"BW-L";"BCS-L";2008;1;1;"1";"160";160;55300;2.7;3.5;2.7
71163;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;42800;2.7;3.5;2.7
71163;"BW-L";"BCS-L";2008;1;1;"2";"160";160;44700;2.4;3.5;2.4
71169;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;39200;3;3.5;3
71169;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48300;2.4;3.5;2.4
71174;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;36200;3;3.5;3
71174;"BW-L";"BCS-L";2008;1;1;"1";"160";160;43500;2.8;3.5;2.8
71184;"BW-Pa";"BCS-Pa";2008;1;1;"1";"40";40;52200;3.2;3.5;3.2
71208;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;40900;3;3.5;3
71208;"BW-L";"BCS-L";2008;1;1;"2";"160";160;50200;2.8;3.5;2.8
71215;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;39000;3;3.5;3
71215;"BW-L";"BCS-L";2008;1;1;"1";"160";160;52700;2.7;3.5;2.7
71228;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;38800;2.8;3.5;2.8
71228;"BW-L";"BCS-L";2008;1;1;"1";"160";160;46000;2.4;3.5;2.4
71230;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;60100;2.8;3.5;2.8
71235;"BW-Pa";"BCS-Pa";2009;2;1;"2";"40";400;55000;2.7;3.5;2.7
71238;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;50300;2.9;4;2.9
71238;"BW-L";"BCS-L";2009;1;2;"2";"160";160;40200;2.4;4;2.4
71241;"BW-L";"BCS-L";2009;1;2;"2";"160";160;47900;2.4;4;2.4
71241;"BW-Sa";"BCS-Sa";2009;1;2;"2";"190";190;54500;2.7;4;2.7
71241;"BW-Sb";"BCS-Sb";2009;1;2;"2";"230";230;NA;2.7;4;2.7
71242;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;43200;2.8;3.5;2.8
71242;"BW-L";"BCS-L";2008;1;1;"2";"160";160;47800;2.5;3.5;2.5
71251;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;43300;3;3.5;3
71251;"BW-L";"BCS-L";2008;1;1;"2";"160";160;51500;2.8;3.5;2.8
71252;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;44800;3.1;4;3.1
71252;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48900;2.6;4;2.6
71255;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;42900;3;3.5;3
71255;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48900;2.7;3.5;2.7
71257;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;40900;2.9;3.5;2.9
71257;"BW-L";"BCS-L";2008;1;1;"1";"160";160;47900;2.7;3.5;2.7
71259;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;60900;2.8;3.5;2.8
71260;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;39100;2.8;3.5;2.8
71260;"BW-L";"BCS-L";2008;1;1;"1";"160";160;53400;2.7;3.5;2.7
71263;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;51300;2.7;3.5;2.7
71263;"BW-L";"BCS-L";2009;1;2;"2";"160";160;39200;2.3;3.5;2.3
71273;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;35000;2.7;3.5;2.7
71273;"BW-L";"BCS-L";2008;1;1;"1";"160";160;44300;2.7;3.5;2.7
71275;"BW-Pa";"BCS-Pa";2009;2;1;"1";"40";400;49200;3.1;3.5;3.1
71277;"BW-Pa";"BCS-Pa";2008;1;1;"2";"40";40;43000;3;3.5;3
71279;"BW-Pa";"BCS-Pa";2008;1;1;"2";"40";40;44800;3.4;4;3.4
71281;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;50100;2.7;3.5;2.7
71281;"BW-L";"BCS-L";2009;1;2;"1";"160";160;47500;2.3;3.5;2.3
71282;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;50600;2.9;3.5;2.9
71282;"BW-L";"BCS-L";2009;1;2;"2";"160";160;52300;2.9;3.5;2.9
71283;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;50900;2.9;3.5;2.9
71283;"BW-L";"BCS-L";2009;1;2;"1";"160";160;51200;2.8;3.5;2.8
71293;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;50700;2.5;3.5;2.5
71293;"BW-L";"BCS-L";2009;1;2;"1";"160";160;48200;2.5;3.5;2.5
71311;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;53800;2.7;3.5;2.7
71319;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;52500;2.5;3.5;2.5
71322;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;36400;2.8;3.5;2.8
71322;"BW-L";"BCS-L";2008;1;1;"1";"160";160;46600;2.7;3.5;2.7
71323;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;40600;2.9;3.5;2.9
71323;"BW-L";"BCS-L";2008;1;1;"1";"160";160;54200;2.5;3.5;2.5
71325;"BW-L";"BCS-L";2009;1;2;"4";"160";160;49900;2.3;3.5;2.3
71325;"BW-Sa";"BCS-Sa";2009;1;2;"4";"190";190;49000;2.3;3.5;2.3
71325;"BW-Sb";"BCS-Sb";2009;1;2;"4";"230";230;NA;2.2;3.5;2.2
71332;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;46400;3;3.5;3
71332;"BW-L";"BCS-L";2008;1;1;"2";"160";160;54900;2.8;3.5;2.8
71338;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;40300;2.9;3.5;2.9
71338;"BW-L";"BCS-L";2008;1;1;"2";"160";160;45700;2.6;3.5;2.6
71341;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;53800;2.6;3.5;2.6
71341;"BW-L";"BCS-L";2009;1;2;"2";"160";160;44200;2.3;3.5;2.3
71343;"BW-Pa";"BCS-Pa";2008;1;1;"2";"40";40;43600;2.9;3.5;2.9
71345;"BW-Pa";"BCS-Pa";2009;2;1;"3";"40";400;55200;2.8;3.5;2.8
71354;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;43000;3;4;3
71354;"BW-L";"BCS-L";2008;1;1;"2";"160";160;44800;2.5;4;2.5
71358;"BW-Pb";"BCS-Pb";2009;1;2;"4";"80";80;48700;2.7;3.5;2.7
71358;"BW-L";"BCS-L";2009;1;2;"4";"160";160;46800;2.3;3.5;2.3
71363;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;41400;2.9;3.5;2.9
71363;"BW-L";"BCS-L";2008;1;1;"2";"160";160;50100;2.6;3.5;2.6
71366;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;54000;2.8;3.5;2.8
71366;"BW-L";"BCS-L";2009;1;2;"1";"160";160;45600;2.4;3.5;2.4
71370;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;55900;2.5;4;2.5
71370;"BW-L";"BCS-L";2009;1;2;"3";"160";160;55500;2.5;4;2.5
71375;"BW-Pa";"BCS-Pa";2009;2;1;"2";"40";400;54500;3;3.5;3
71381;"BW-Pb";"BCS-Pb";2010;2;2;"2";"80";440;62000;3.2;4;3.2
71381;"BW-L";"BCS-L";2010;2;2;"2";"160";520;53000;2.8;4;2.8
71387;"BW-Pa";"BCS-Pa";2009;2;1;"3";"40";400;53200;2.8;3.5;2.8
71391;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;46800;2.7;3.5;2.7
71391;"BW-L";"BCS-L";2009;1;2;"3";"160";160;43300;2.4;3.5;2.4
71393;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;46300;2.8;3.5;2.8
71393;"BW-L";"BCS-L";2009;1;2;"2";"160";160;43600;2.5;3.5;2.5
71394;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;45300;2.8;4;2.8
71394;"BW-L";"BCS-L";2009;1;2;"1";"160";160;46000;2.7;4;2.7
71397;"BW-L";"BCS-L";2009;1;2;"2";"160";160;33700;2.2;3.5;2.2
71397;"BW-Sa";"BCS-Sa";2009;1;2;"2";"190";190;37600;2.3;3.5;2.3
71397;"BW-Sb";"BCS-Sb";2009;1;2;"2";"230";230;NA;2.5;3.5;2.5
71402;"BW-Pa";"BCS-Pa";2009;2;1;"3";"40";400;58800;2.9;3.5;2.9
71412;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;47900;2.7;3.5;2.7
71414;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;44700;3.2;3.5;3.2
71414;"BW-L";"BCS-L";2008;1;1;"1";"160";160;51000;2.5;3.5;2.5
71416;"BW-Pa";"BCS-Pa";2009;2;1;"1";"40";400;54600;2.8;3.5;2.8
71425;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;55300;2.8;3.5;2.8
71425;"BW-L";"BCS-L";2009;1;2;"2";"160";160;NA;2.3;3.5;2.3
71435;"BW-Pa";"BCS-Pa";2009;1;2;"3";"40";40;44000;3;3.5;3
71438;"BW-Pa";"BCS-Pa";2009;2;1;"3";"40";400;54900;2.9;3.5;2.9
71439;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;36500;2.8;3.5;2.8
71439;"BW-L";"BCS-L";2008;1;1;"1";"160";160;51000;2.8;3.5;2.8
71441;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;52900;3;4;3
71441;"BW-L";"BCS-L";2008;1;1;"2";"160";160;NA;2.8;4;2.8
71444;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;42000;2.6;3.5;2.6
71444;"BW-L";"BCS-L";2008;1;1;"2";"160";160;50400;2.4;3.5;2.4
71446;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;38300;2.9;3.5;2.9
71446;"BW-L";"BCS-L";2008;1;1;"2";"160";160;45300;2.7;3.5;2.7
71450;"BW-L";"BCS-L";2009;1;2;"3";"160";160;48600;2.6;3.5;2.6
71450;"BW-Sa";"BCS-Sa";2009;1;2;"3";"190";190;49500;2.4;3.5;2.4
71450;"BW-Sb";"BCS-Sb";2009;1;2;"3";"230";230;NA;2.5;3.5;2.5
71453;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;43000;3;4;3
71453;"BW-L";"BCS-L";2009;1;2;"1";"160";160;38300;2.6;4;2.6
71455;"BW-L";"BCS-L";2008;1;1;"2";"160";160;49800;2.8;3.5;2.8
71455;"BW-Sa";"BCS-Sa";2008;1;1;"2";"190";190;46000;2.6;3.5;2.6
71455;"BW-Sb";"BCS-Sb";2008;1;1;"2";"230";230;NA;2.58775932165152;3.5;NA
71460;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;52900;2.7;3.5;2.7
71460;"BW-L";"BCS-L";2009;1;2;"2";"160";160;40100;2.3;3.5;2.3
71465;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;52400;2.7;3.5;2.7
71465;"BW-L";"BCS-L";2009;1;2;"2";"160";160;48000;2.4;3.5;2.4
71469;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;39300;3;3.5;3
71469;"BW-L";"BCS-L";2008;1;1;"2";"160";160;50600;2.9;3.5;2.9
71481;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;46300;2.9;3.5;2.9
71481;"BW-L";"BCS-L";2009;1;2;"3";"160";160;45100;2.9;3.5;2.9
71485;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;50900;2.9;3.5;2.9
71485;"BW-L";"BCS-L";2009;1;2;"3";"160";160;53000;2.8;3.5;2.8
71486;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;48900;2.8;4;2.8
71486;"BW-L";"BCS-L";2009;1;2;"1";"160";160;48800;2.8;4;2.8
71494;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;39500;3.4;4;3.4
71494;"BW-L";"BCS-L";2008;1;1;"1";"160";160;49500;2.9;4;2.9
71502;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;50300;2.6;3.5;2.6
71502;"BW-L";"BCS-L";2009;1;2;"2";"160";160;48400;2.5;3.5;2.5
71505;"BW-Pb";"BCS-Pb";2010;2;2;"3";"80";440;63500;3.6;4;3.6
71505;"BW-L";"BCS-L";2010;2;2;"3";"160";520;59200;3.2;4;3.2
71507;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;50400;2.7;3.5;2.7
71507;"BW-L";"BCS-L";2009;1;2;"1";"160";160;50200;2.5;3.5;2.5
71508;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;47800;2.4;3.5;2.4
71508;"BW-L";"BCS-L";2009;1;2;"3";"160";160;47600;2.3;3.5;2.3
71512;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;48000;2.9;4;2.9
71512;"BW-L";"BCS-L";2009;1;2;"3";"160";160;45900;2.9;4;2.9
71513;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;51000;2.8;4;2.8
71513;"BW-L";"BCS-L";2009;1;2;"3";"160";160;48000;2.6;4;2.6
71516;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;55300;2.7;3.5;2.7
71516;"BW-L";"BCS-L";2009;1;2;"3";"160";160;52500;2.4;3.5;2.4
71520;"BW-Pb";"BCS-Pb";2008;1;1;"1";"80";80;36200;2.9;3.5;2.9
71520;"BW-L";"BCS-L";2008;1;1;"1";"160";160;48500;2.8;3.5;2.8
71533;"BW-Pb";"BCS-Pb";2009;1;2;"4";"80";80;50600;2.8;3.5;2.8
71533;"BW-L";"BCS-L";2009;1;2;"4";"160";160;46100;2.5;3.5;2.5
71536;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;44800;2.9;3.5;2.9
71536;"BW-L";"BCS-L";2008;1;1;"2";"160";160;55000;2.5;3.5;2.5
71540;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;57000;2.5;3.5;2.5
71548;"BW-Pb";"BCS-Pb";2008;1;1;"3";"80";80;39100;3.3;3.5;3.3
71548;"BW-L";"BCS-L";2008;1;1;"3";"160";160;45200;2.8;3.5;2.8
71549;"BW-L";"BCS-L";2009;1;2;"3";"160";160;40400;2.4;4;2.4
71549;"BW-Sa";"BCS-Sa";2009;1;2;"3";"190";190;39700;2.4;4;2.4
71549;"BW-Sb";"BCS-Sb";2009;1;2;"3";"230";230;NA;2.8;4;2.8
71550;"BW-Pb";"BCS-Pb";2009;1;2;"1";"80";80;40900;2.8;3.5;2.8
71550;"BW-L";"BCS-L";2009;1;2;"1";"160";160;38900;2.5;3.5;2.5
71559;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;56100;2.8;3.5;2.8
71559;"BW-L";"BCS-L";2009;1;2;"3";"160";160;51500;2.4;3.5;2.4
71560;"BW-Pb";"BCS-Pb";2009;1;2;"2";"80";80;43000;2.7;3.5;2.7
71560;"BW-L";"BCS-L";2009;1;2;"2";"160";160;40500;2.4;3.5;2.4
71562;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;46800;2.9;3.5;2.9
71562;"BW-L";"BCS-L";2008;1;1;"2";"160";160;55100;2.8;3.5;2.8
71580;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;39300;2.9;3.5;2.9
71580;"BW-L";"BCS-L";2008;1;1;"2";"160";160;47200;2.5;3.5;2.5
71583;"BW-Pa";"BCS-Pa";2009;2;1;"2";"40";400;48100;2.8;3.5;2.8
71587;"BW-Pb";"BCS-Pb";2009;1;2;"3";"80";80;45700;2.8;4;2.8
71587;"BW-L";"BCS-L";2009;1;2;"3";"160";160;43500;2.5;4;2.5
71594;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;47600;2.9;3.5;2.9
71594;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48900;2.4;3.5;2.4
71596;"BW-Pa";"BCS-Pa";2009;2;1;"4";"40";400;56000;2.7;3.5;2.7
71645;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;39700;2.7;3.5;2.7
71645;"BW-L";"BCS-L";2008;1;1;"2";"160";160;47000;2.4;3.5;2.4
71666;"BW-Pb";"BCS-Pb";2008;1;1;"2";"80";80;39000;2.5;3.5;2.5
71666;"BW-L";"BCS-L";2008;1;1;"2";"160";160;48800;2.3;3.5;2.3
71680;"BW-Pa";"BCS-Pa";2009;2;1;"3";"40";400;55900;2.7;3.5;2.7
71692;"BW-L";"BCS-L";2009;1;2;"2";"160";160;49900;2.4;3.5;2.4
71692;"BW-Sa";"BCS-Sa";2009;1;2;"2";"190";190;51700;2.3;3.5;2.3
71692;"BW-Sb";"BCS-Sb";2009;1;2;"2";"230";230;NA;2.3;3.5;2.3
81005;"BW-Pb";"BCS-Pb";2010;1;2;"4";"80";80;54300;3;3.5;3
81005;"BW-L";"BCS-L";2010;1;2;"4";"160";160;49500;2.4;3.5;2.4
81007;"BW-Pa";"BCS-Pa";2009;1;1;"1";"40";40;44400;2.7;3.5;2.7
81010;"BW-Pb";"BCS-Pb";2010;1;2;"1";"80";80;50400;2.9;3.5;2.9
81010;"BW-L";"BCS-L";2010;1;2;"1";"160";160;48200;2.6;3.5;2.6
81020;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47000;2.9;4;2.9
81020;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46300;2.7;4;2.7
81028;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;48300;2.9;3.5;2.9
81030;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45800;2.6;3.5;2.6
81030;"BW-L";"BCS-L";2009;1;1;"1";"160";160;46300;2.4;3.5;2.4
81031;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;53100;2.7;3.5;2.7
81031;"BW-L";"BCS-L";2009;1;1;"2";"160";160;51000;2.4;3.5;2.4
81038;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;62000;3;3.5;3
81043;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45200;2.8;3.5;2.8
81043;"BW-L";"BCS-L";2009;1;1;"1";"160";160;40800;2.7;3.5;2.7
81045;"BW-L";"BCS-L";2010;1;2;"2";"160";160;52900;2.5;3.5;2.5
81045;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;50500;2.5;3.5;2.5
81045;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.4;3.5;2.4
81046;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;51600;2.7;3.5;2.7
81046;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46800;2.4;3.5;2.4
81050;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47200;2.6;3.5;2.6
81050;"BW-L";"BCS-L";2009;1;1;"2";"160";160;50000;2.7;3.5;2.7
81051;"BW-Pb";"BCS-Pb";2010;1;2;"2";"80";80;54100;2.7;3.5;2.7
81051;"BW-L";"BCS-L";2010;1;2;"2";"160";160;53900;2.4;3.5;2.4
81052;"BW-Pb";"BCS-Pb";2010;2;1;"3";"80";440;61500;2.6;3.5;2.6
81052;"BW-L";"BCS-L";2010;2;1;"3";"160";520;55200;2.5;3.5;2.5
81053;"BW-L";"BCS-L";2010;1;2;"3";"160";160;58200;2.7;3.5;2.7
81053;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;73800;2.8;3.5;2.8
81053;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.2;3.5;2.2
81059;"BW-Pb";"BCS-Pb";2010;1;2;"3";"80";80;50400;2.6;3.5;2.6
81059;"BW-L";"BCS-L";2010;1;2;"3";"160";160;48400;2.3;3.5;2.3
81062;"BW-L";"BCS-L";2010;1;2;"4";"160";160;45300;2.5;3.5;2.5
81062;"BW-Sa";"BCS-Sa";2010;1;2;"4";"190";190;47300;2.2;3.5;2.2
81062;"BW-Sb";"BCS-Sb";2010;1;2;"4";"230";230;NA;2.4;3.5;2.4
81063;"BW-L";"BCS-L";2010;1;2;"3";"160";160;42700;2.3;3.5;2.3
81063;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;44700;2.2;3.5;2.2
81063;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81067;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;41900;2.7;3.5;2.7
81067;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46200;2.7;3.5;2.7
81071;"BW-L";"BCS-L";2009;1;1;"4";"160";160;43100;2.4;3.5;2.4
81071;"BW-Sa";"BCS-Sa";2009;1;1;"4";"190";190;45300;2.3;3.5;2.3
81071;"BW-Sb";"BCS-Sb";2009;1;1;"4";"230";230;NA;2.4;3.5;2.4
81072;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;51300;2.4;3.5;2.4
81072;"BW-L";"BCS-L";2009;1;1;"2";"160";160;50100;2.4;3.5;2.4
81074;"BW-L";"BCS-L";2009;1;1;"2";"160";160;51400;3;3.5;3
81074;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;54600;2.8;3.5;2.8
81074;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.5;3.5;2.5
81083;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;43700;2.8;3.5;2.8
81083;"BW-L";"BCS-L";2009;1;1;"2";"160";160;45100;2.4;3.5;2.4
81086;"BW-Pa";"BCS-Pa";2010;1;2;"3";"40";40;46000;3;3.5;3
81093;"BW-L";"BCS-L";2009;1;1;"2";"160";160;52900;2.7;3.5;2.7
81093;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;52500;2.3;3.5;2.3
81093;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.4;3.5;2.4
81094;"BW-L";"BCS-L";2009;1;1;"2";"160";160;37900;2.4;3.5;2.4
81094;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;40000;2.3;3.5;2.3
81094;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.3;3.5;2.3
81100;"BW-Pa";"BCS-Pa";2011;2;2;"3";"40";400;57200;2.9;3.5;2.9
81102;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;40300;2.5;3.5;2.5
81102;"BW-L";"BCS-L";2009;1;1;"1";"160";160;41200;2.4;3.5;2.4
81115;"BW-Pa";"BCS-Pa";2010;2;1;"1";"40";400;56100;2.9;3.5;2.9
81116;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;40200;2.8;3.5;2.8
81116;"BW-L";"BCS-L";2009;1;1;"1";"160";160;44100;2.6;3.5;2.6
81124;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;50600;2.7;3.5;2.7
81124;"BW-L";"BCS-L";2009;1;1;"2";"160";160;49900;2.4;3.5;2.4
81131;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;44000;2.5;3.5;2.5
81131;"BW-L";"BCS-L";2009;1;1;"2";"160";160;53900;2.5;3.5;2.5
81132;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;50400;2.8;3.5;2.8
81132;"BW-L";"BCS-L";2009;1;1;"1";"160";160;49800;2.4;3.5;2.4
81136;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;45100;2.8;3.5;2.8
81136;"BW-L";"BCS-L";2009;1;1;"2";"160";160;43700;2.5;3.5;2.5
81137;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;57400;3.4;4;3.4
81139;"BW-Pa";"BCS-Pa";2010;2;1;"4";"40";400;58100;2.7;3.5;2.7
81144;"BW-Pb";"BCS-Pb";2010;2;1;"1";"80";440;63800;2.9;3.5;2.9
81144;"BW-L";"BCS-L";2010;2;1;"1";"160";520;63300;2.7;3.5;2.7
81145;"BW-Pb";"BCS-Pb";2010;1;2;"3";"80";80;55900;3.2;3.5;3.2
81145;"BW-L";"BCS-L";2010;1;2;"3";"160";160;46600;2.7;3.5;2.7
81150;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;43600;2.9;3.5;2.9
81150;"BW-L";"BCS-L";2009;1;1;"1";"160";160;41800;2.8;3.5;2.8
81155;"BW-L";"BCS-L";2010;1;2;"3";"160";160;47300;2.8;3.5;2.8
81155;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;48200;2.6;3.5;2.6
81155;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.4;3.5;2.4
81157;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;50900;2.8;3.5;2.8
81157;"BW-L";"BCS-L";2009;1;1;"1";"160";160;NA;2.6;3.5;2.6
81159;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;44400;2.8;4;2.8
81159;"BW-L";"BCS-L";2009;1;1;"2";"160";160;41000;2.6;4;2.6
81165;"BW-Pa";"BCS-Pa";2010;2;1;"3";"40";400;51600;2.8;3.5;2.8
81177;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;43300;2.9;3.5;2.9
81177;"BW-L";"BCS-L";2009;1;1;"1";"160";160;44200;3;3.5;3
81180;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;54700;3;3.5;3
81180;"BW-L";"BCS-L";2009;1;1;"1";"160";160;52400;2.8;3.5;2.8
81181;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;54500;2.8;3.5;2.8
81181;"BW-L";"BCS-L";2009;1;1;"1";"160";160;53600;2.6;3.5;2.6
81183;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;52800;2.6;3.5;2.6
81183;"BW-L";"BCS-L";2009;1;1;"1";"160";160;53600;2.4;3.5;2.4
81184;"BW-Pa";"BCS-Pa";2010;2;1;"3";"40";400;54900;2.7;3.5;2.7
81186;"BW-Pa";"BCS-Pa";2010;2;1;"3";"40";400;53500;2.9;3.5;2.9
81190;"BW-Pb";"BCS-Pb";2010;2;1;"4";"80";440;51600;2.6;3.5;2.6
81190;"BW-L";"BCS-L";2010;2;1;"4";"160";520;45400;2.4;3.5;2.4
