"Ewe";"BW.time";"BCS.time";"Year";"Parity";"Age_mating";"LS";"state.num";"day";"BW";"BCS";"BCSm";"BCS1"
141482;"BW-L";"BCS-L";2017;2;2;"1";"160";520;53310;3.1;3.5;3.1
141486;"BW-L";"BCS-L";2016;1;2;"2";"160";160;60620;2.4;3.5;2.4
141486;"BW-L";"BCS-L";2017;2;2;"4";"160";520;66920;2.6;3.5;2.6
141495;"BW-L";"BCS-L";2016;1;2;"2";"160";160;57170;2.4;3.5;2.4
141495;"BW-L";"BCS-L";2017;2;2;"3";"160";520;61950;3.1;3.5;3.1
141496;"BW-L";"BCS-L";2016;1;2;"3";"160";160;53940;2.5;3.5;2.5
141496;"BW-L";"BCS-L";2017;2;2;"3";"160";520;54190;2.7;3.5;2.7
141497;"BW-L";"BCS-L";2016;1;2;"3";"160";160;49010;2.5;3.5;2.5
141497;"BW-L";"BCS-L";2017;2;2;"3";"160";520;50860;2.4;3.5;2.4
141502;"BW-L";"BCS-L";2016;1;2;"1";"160";160;55940;2.4;3.5;2.4
141502;"BW-L";"BCS-L";2017;2;2;"4";"160";520;59270;2.9;3.5;2.9
141504;"BW-L";"BCS-L";2016;1;2;"1";"160";160;57110;2.5;3.5;2.5
141511;"BW-L";"BCS-L";2016;1;2;"2";"160";160;54010;2.3;3.5;2.3
141511;"BW-L";"BCS-L";2017;2;2;"3";"160";520;54130;2.7;3.5;2.7
141517;"BW-L";"BCS-L";2017;2;2;"2";"160";520;49260;2.5;3.5;2.5
141519;"BW-L";"BCS-L";2016;1;2;"3";"160";160;50410;2.3;3.5;2.3
141525;"BW-L";"BCS-L";2017;2;2;"3";"160";520;70240;3;3.5;3
141530;"BW-L";"BCS-L";2016;1;2;"1";"160";160;54200;2.3;3.5;2.3
141530;"BW-L";"BCS-L";2017;2;2;"3";"160";520;55050;2.5;3.5;2.5
141531;"BW-L";"BCS-L";2016;1;2;"3";"160";160;54860;2.5;3.5;2.5
141531;"BW-L";"BCS-L";2017;2;2;"4";"160";520;61330;2.6;3.5;2.6
141540;"BW-L";"BCS-L";2016;1;2;"4";"160";160;49990;2.5;3.5;2.5
141540;"BW-L";"BCS-L";2017;2;2;"1";"160";520;60410;2.6;3.5;2.6
141542;"BW-L";"BCS-L";2016;1;2;"2";"160";160;48570;2.6;3.5;2.6
141542;"BW-L";"BCS-L";2017;2;2;"1";"160";520;47010;2.2;3.5;2.2
141548;"BW-L";"BCS-L";2016;1;2;"4";"160";160;63470;2.4;3.5;2.4
141548;"BW-L";"BCS-L";2017;2;2;"3";"160";520;67250;3.2;3.5;3.2
151001;"BW-L";"BCS-L";2017;1;2;"3";"160";160;51430;2.7;3.5;2.7
151007;"BW-L";"BCS-L";2017;1;2;"2";"160";160;58640;3.3;3.5;3.3
151008;"BW-L";"BCS-L";2017;1;2;"2";"160";160;53020;2.4;3.5;2.4
151012;"BW-L";"BCS-L";2017;1;2;"2";"160";160;59350;2.7;3.5;2.7
151026;"BW-L";"BCS-L";2017;1;2;"2";"160";160;50420;2.4;3.5;2.4
151030;"BW-L";"BCS-L";2017;1;2;"3";"160";160;51260;2.2;3.5;2.2
151033;"BW-L";"BCS-L";2017;1;2;"4";"160";160;51770;2.5;3.5;2.5
151036;"BW-L";"BCS-L";2017;1;2;"2";"160";160;57640;3.2;3.5;3.2
151043;"BW-L";"BCS-L";2017;1;2;"2";"160";160;49840;2.5;3.5;2.5
151048;"BW-L";"BCS-L";2017;1;2;"3";"160";160;46220;2.5;3.5;2.5
151055;"BW-L";"BCS-L";2017;1;2;"4";"160";160;55190;2.5;3.5;2.5
151063;"BW-L";"BCS-L";2017;1;2;"3";"160";160;54850;2.6;3.5;2.6
151072;"BW-L";"BCS-L";2017;1;2;"4";"160";160;46770;3;3.5;3
151076;"BW-L";"BCS-L";2017;1;2;"3";"160";160;64720;2.7;3.5;2.7
151098;"BW-L";"BCS-L";2017;1;2;"4";"160";160;52320;2.6;3.5;2.6
151100;"BW-L";"BCS-L";2017;1;2;"1";"160";160;76770;3.1;4;3.1
151101;"BW-L";"BCS-L";2017;1;2;"2";"160";160;44110;2.5;3.5;2.5
151106;"BW-L";"BCS-L";2017;1;2;"1";"160";160;48790;3.3;3.5;3.3
151126;"BW-L";"BCS-L";2017;1;2;"3";"160";160;51890;2.6;3.5;2.6
151162;"BW-L";"BCS-L";2017;1;2;"2";"160";160;54810;2.6;3.5;2.6
151163;"BW-L";"BCS-L";2017;1;2;"3";"160";160;56610;2.9;3.5;2.9
151166;"BW-L";"BCS-L";2017;1;2;"3";"160";160;57320;2.7;3.5;2.7
151169;"BW-L";"BCS-L";2017;1;2;"3";"160";160;56880;2.5;3.5;2.5
151206;"BW-L";"BCS-L";2017;1;2;"4";"160";160;56560;2.8;3.5;2.8
151218;"BW-L";"BCS-L";2017;1;2;"3";"160";160;60670;2.4;3.5;2.4
151234;"BW-L";"BCS-L";2017;1;2;"3";"160";160;53390;2.4;3.5;2.4
151236;"BW-L";"BCS-L";2017;1;2;"3";"160";160;52860;2.4;3.5;2.4
151243;"BW-L";"BCS-L";2017;1;2;"3";"160";160;48330;2.6;3.5;2.6
151249;"BW-L";"BCS-L";2017;1;2;"1";"160";160;73680;3.5;4;3.5
151250;"BW-L";"BCS-L";2017;1;2;"3";"160";160;70350;2.8;3.5;2.8
151260;"BW-L";"BCS-L";2017;1;2;"1";"160";160;58340;2.9;3.5;2.9
151265;"BW-L";"BCS-L";2017;1;2;"1";"160";160;48550;2.9;3.5;2.9
151266;"BW-L";"BCS-L";2017;1;2;"3";"160";160;52790;2.7;3.5;2.7
151271;"BW-L";"BCS-L";2017;1;2;"2";"160";160;45650;2.7;3.5;2.7
151278;"BW-L";"BCS-L";2017;1;2;"4";"160";160;52280;2.7;3.5;2.7
151291;"BW-L";"BCS-L";2017;1;2;"3";"160";160;41890;2.6;3.5;2.6
151293;"BW-L";"BCS-L";2017;1;2;"2";"160";160;50780;2.4;3.5;2.4
151294;"BW-L";"BCS-L";2017;1;2;"1";"160";160;56920;3.1;3.5;3.1
151302;"BW-L";"BCS-L";2017;1;2;"1";"160";160;57290;3.1;3.5;3.1
151311;"BW-L";"BCS-L";2017;1;2;"3";"160";160;51330;2.4;3.5;2.4
151313;"BW-L";"BCS-L";2017;1;2;"2";"160";160;48630;2.3;3.5;2.3
151317;"BW-L";"BCS-L";2017;1;2;"4";"160";160;59560;3.2;3.5;3.2
151325;"BW-L";"BCS-L";2017;1;2;"1";"160";160;58630;3;3.5;3
151330;"BW-L";"BCS-L";2017;1;2;"1";"160";160;51440;2.6;3.5;2.6
151331;"BW-L";"BCS-L";2017;1;2;"2";"160";160;53000;2.7;3.5;2.7
151336;"BW-L";"BCS-L";2017;1;2;"2";"160";160;62160;2.7;3.5;2.7
151348;"BW-L";"BCS-L";2017;1;2;"3";"160";160;60820;2.9;3.5;2.9
151356;"BW-L";"BCS-L";2017;1;2;"3";"160";160;44400;2.3;3.5;2.3
151395;"BW-L";"BCS-L";2017;1;2;"1";"160";160;49490;2.5;3.5;2.5
151406;"BW-L";"BCS-L";2017;1;2;"1";"160";160;49610;2.6;3.5;2.6
151407;"BW-L";"BCS-L";2017;1;2;"3";"160";160;55390;3.1;3.5;3.1
151412;"BW-L";"BCS-L";2017;1;2;"1";"160";160;47280;2.7;3.5;2.7
151420;"BW-L";"BCS-L";2017;1;2;"3";"160";160;57310;2.5;3.5;2.5
151422;"BW-L";"BCS-L";2017;1;2;"1";"160";160;66290;3.4;4;3.4
151424;"BW-L";"BCS-L";2017;1;2;"2";"160";160;52350;2.5;3.5;2.5
151431;"BW-L";"BCS-L";2017;1;2;"1";"160";160;60110;2.8;3.5;2.8
151436;"BW-L";"BCS-L";2017;1;2;"3";"160";160;50740;2.7;3.5;2.7
151437;"BW-L";"BCS-L";2017;1;2;"3";"160";160;46250;2.9;3.5;2.9
151438;"BW-L";"BCS-L";2017;1;2;"3";"160";160;51340;3;3.5;3
151445;"BW-L";"BCS-L";2017;1;2;"1";"160";160;59090;2.5;3.5;2.5
151448;"BW-L";"BCS-L";2017;1;2;"3";"160";160;61690;3.1;3.5;3.1
151460;"BW-L";"BCS-L";2017;1;2;"3";"160";160;50650;2.7;3.5;2.7
151468;"BW-L";"BCS-L";2017;1;2;"3";"160";160;55890;2.5;3.5;2.5
151471;"BW-L";"BCS-L";2017;1;2;"1";"160";160;60930;2.5;3.5;2.5
151479;"BW-L";"BCS-L";2017;1;2;"4";"160";160;60900;3.1;4;3.1
151487;"BW-L";"BCS-L";2017;1;2;"1";"160";160;47920;3.1;3.5;3.1
151498;"BW-L";"BCS-L";2017;1;2;"2";"160";160;49890;3.1;3.5;3.1
151500;"BW-L";"BCS-L";2017;1;2;"3";"160";160;57010;2.6;3.5;2.6
151505;"BW-L";"BCS-L";2017;1;2;"1";"160";160;45060;2.4;3.5;2.4
151522;"BW-L";"BCS-L";2017;1;2;"4";"160";160;63100;2.4;3.5;2.4
21004;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;49900;2.4;3.5;2.4
21004;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.40537575207796;3.5;NA
21004;"BW-W";"BCS-W";2004;2;1;"2";"250";610;52200;2.4;3.5;2.4
21007;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;75100;3.1;3.5;3.1
21007;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.97168821262827;3.5;NA
21007;"BW-W";"BCS-W";2004;2;1;"1";"250";610;71800;2.9;3.5;2.9
21009;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;58600;2.5;4;2.5
21009;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.6737624161661;4;NA
21009;"BW-W";"BCS-W";2004;2;1;"3";"250";610;58900;2.8;4;2.8
21010;"BW-Sa";"BCS-Sa";2003;1;1;"1";"190";190;49400;2.4;3.5;2.4
21011;"BW-M";"BCS-M";2005;2;2;"3";"0";360;48300;2.6;3.5;2.6
21011;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;46500;2.7;3.5;2.7
21013;"BW-M";"BCS-M";2005;2;2;"4";"0";360;68500;2.9;3.5;2.9
21013;"BW-Pa";"BCS-Pa";2005;2;2;"4";"40";400;70800;3.1;3.5;3.1
21019;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;59800;2.3;3.5;2.3
21019;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.36446613011198;3.5;NA
21019;"BW-W";"BCS-W";2004;2;1;"1";"250";610;60200;2.5;3.5;2.5
21026;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;58500;2.4;3.5;2.4
21026;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.55748082757117;3.5;NA
21026;"BW-W";"BCS-W";2004;2;1;"2";"250";610;58700;2.6;3.5;2.6
21034;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;55400;2.6;3.5;2.6
21034;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.5341271064461;3.5;NA
21034;"BW-W";"BCS-W";2004;2;1;"1";"250";610;52500;2.4;3.5;2.4
21036;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;68600;2.9;3.5;2.9
21036;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.9232866806881;3.5;NA
21036;"BW-W";"BCS-W";2004;2;1;"1";"250";610;64700;3;3.5;3
21040;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;58300;2.2;3.5;2.2
21040;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.22872067313614;3.5;NA
21040;"BW-W";"BCS-W";2004;2;1;"3";"250";610;55300;2.3;3.5;2.3
21059;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;49200;2.2;3.5;2.2
21059;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.35392138993825;3.5;NA
21059;"BW-W";"BCS-W";2004;2;1;"3";"250";610;54700;2.4;3.5;2.4
21061;"BW-M";"BCS-M";2005;2;2;"1";"0";360;51700;2.5;3.5;2.5
21061;"BW-Pa";"BCS-Pa";2005;2;2;"1";"40";400;54600;2.7;3.5;2.7
21069;"BW-M";"BCS-M";2005;3;1;"2";"0";720;67300;2.9;3.5;2.9
21069;"BW-Pa";"BCS-Pa";2005;3;1;"2";"40";760;66900;3.1;3.5;3.1
21072;"BW-M";"BCS-M";2005;3;1;"3";"0";720;78300;2.8;3.5;2.8
21072;"BW-Pa";"BCS-Pa";2005;3;1;"3";"40";760;77000;2.8;3.5;2.8
21077;"BW-Sa";"BCS-Sa";2003;1;1;"4";"190";190;56400;2.3;3.5;2.3
21081;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;70600;2.3;3.5;2.3
21081;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.35491703268957;3.5;NA
21081;"BW-W";"BCS-W";2004;2;1;"3";"250";610;66900;2.4;3.5;2.4
21092;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;43200;2.2;3.5;2.2
21094;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;55200;2.3;3.5;2.3
21094;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.30825391787547;3.5;NA
21094;"BW-W";"BCS-W";2004;2;1;"2";"250";610;56000;2.3;3.5;2.3
21099;"BW-M";"BCS-M";2005;2;2;"3";"0";360;57300;2.8;3.5;2.8
21099;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;60000;3;3.5;3
21102;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;48900;2.3;3.5;2.3
21103;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;57900;2.5;3.5;2.5
21103;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.63455909956454;3.5;NA
21103;"BW-W";"BCS-W";2004;2;1;"2";"250";610;57400;2.8;3.5;2.8
21104;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;50800;2.3;3.5;2.3
21106;"BW-Sa";"BCS-Sa";2003;1;1;"1";"190";190;54000;2.6;3.5;2.6
21107;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;60300;2.3;3.5;2.3
21107;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.58959398456455;3.5;NA
21107;"BW-W";"BCS-W";2004;2;1;"2";"250";610;64200;2.9;3.5;2.9
21113;"BW-Sa";"BCS-Sa";2004;2;1;"4";"190";550;58800;2.4;3.5;2.4
21113;"BW-Sb";"BCS-Sb";2004;2;1;"4";"230";590;NA;2.42587364518023;3.5;NA
21113;"BW-W";"BCS-W";2004;2;1;"4";"250";610;59700;2.6;3.5;2.6
21114;"BW-M";"BCS-M";2005;2;2;"4";"0";360;60200;2.9;3.5;2.9
21114;"BW-Pa";"BCS-Pa";2005;2;2;"4";"40";400;58000;2.8;3.5;2.8
21121;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;60200;2.7;3.5;2.7
21121;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.81047351222937;3.5;NA
21121;"BW-W";"BCS-W";2004;2;1;"1";"250";610;59000;2.9;3.5;2.9
21124;"BW-Sa";"BCS-Sa";2004;2;1;"4";"190";550;54200;2.3;3.5;2.3
21124;"BW-Sb";"BCS-Sb";2004;2;1;"4";"230";590;NA;2.36549725729437;3.5;NA
21124;"BW-W";"BCS-W";2004;2;1;"4";"250";610;58800;2.4;3.5;2.4
21126;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;59000;2.4;3.5;2.4
21126;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.60984102857711;3.5;NA
21126;"BW-W";"BCS-W";2004;2;1;"1";"250";610;61700;2.7;3.5;2.7
21132;"BW-Sa";"BCS-Sa";2003;1;1;"1";"190";190;49300;2.4;3.5;2.4
21133;"BW-M";"BCS-M";2005;2;2;"3";"0";360;52500;2.9;3.5;2.9
21133;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;56400;2.9;3.5;2.9
21135;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;57300;2.5;3.5;2.5
21135;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.48481414614119;3.5;NA
21135;"BW-W";"BCS-W";2004;2;1;"3";"250";610;60000;2.5;3.5;2.5
21136;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;50000;2.4;3.5;2.4
21137;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;53200;2.3;3.5;2.3
21137;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.51150647121529;3.5;NA
21137;"BW-W";"BCS-W";2004;2;1;"3";"250";610;58800;2.6;3.5;2.6
21139;"BW-M";"BCS-M";2005;2;2;"3";"0";360;57000;2.8;3.5;2.8
21139;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;59200;2.9;3.5;2.9
21140;"BW-M";"BCS-M";2005;2;2;"2";"0";360;60000;2.4;3.5;2.4
21140;"BW-Pa";"BCS-Pa";2005;2;2;"2";"40";400;58700;2.8;3.5;2.8
21141;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;63100;2.9;3.5;2.9
21141;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.91111723169868;3.5;NA
21141;"BW-W";"BCS-W";2004;2;1;"1";"250";610;64500;3;3.5;3
21144;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;48000;2.3;3.5;2.3
21145;"BW-Sa";"BCS-Sa";2005;2;2;"3";"190";550;NA;2.29788340777683;3.5;NA
21155;"BW-Sa";"BCS-Sa";2003;1;1;"1";"190";190;44000;2.6;3.5;2.6
21158;"BW-Sa";"BCS-Sa";2004;2;1;"4";"190";550;63300;2.4;3.5;2.4
21158;"BW-Sb";"BCS-Sb";2004;2;1;"4";"230";590;NA;2.54310552531839;3.5;NA
21158;"BW-W";"BCS-W";2004;2;1;"4";"250";610;63300;2.6;3.5;2.6
21159;"BW-Sa";"BCS-Sa";2005;2;2;"4";"190";550;62900;2.5;3.5;2.5
21159;"BW-Sb";"BCS-Sb";2005;2;2;"4";"230";590;NA;2.30605498712656;3.5;NA
21159;"BW-W";"BCS-W";2005;2;2;"4";"250";610;58300;2.3;3.5;2.3
21170;"BW-Sa";"BCS-Sa";2005;2;2;"1";"190";550;NA;2.44812720180694;3.5;NA
21173;"BW-M";"BCS-M";2005;2;2;"3";"0";360;56300;2.8;3.5;2.8
21173;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;59400;2.9;3.5;2.9
21180;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;55600;2.6;3.5;2.6
21180;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.71381093463213;3.5;NA
21180;"BW-W";"BCS-W";2004;2;1;"1";"250";610;61200;2.8;3.5;2.8
21183;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;55500;2.3;3.5;2.3
21183;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.38917106573843;3.5;NA
21183;"BW-W";"BCS-W";2004;2;1;"2";"250";610;59000;2.5;3.5;2.5
21189;"BW-M";"BCS-M";2005;2;2;"3";"0";360;53300;2.6;3.5;2.6
21189;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;53500;3.1;3.5;3.1
21191;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;55600;2.3;3.5;2.3
21191;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.42070086723125;3.5;NA
21191;"BW-W";"BCS-W";2004;2;1;"3";"250";610;55800;2.5;3.5;2.5
21193;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;66200;2.6;3.5;2.6
21193;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.69191667164849;3.5;NA
21193;"BW-W";"BCS-W";2004;2;1;"1";"250";610;69300;2.7;3.5;2.7
21194;"BW-M";"BCS-M";2005;2;2;"3";"0";360;59900;2.6;3.5;2.6
21194;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;63000;2.8;3.5;2.8
21200;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;57800;2.2;3.5;2.2
21200;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.25708448489595;3.5;NA
21200;"BW-W";"BCS-W";2004;2;1;"2";"250";610;61900;2.3;3.5;2.3
21202;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;40200;2.3;3.5;2.3
21205;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;62700;2.6;3.5;2.6
21207;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;48200;2.4;3.5;2.4
21207;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.50839379576275;3.5;NA
21207;"BW-W";"BCS-W";2004;2;1;"1";"250";610;54000;2.6;3.5;2.6
21210;"BW-M";"BCS-M";2005;2;2;"4";"0";360;58100;2.8;3.5;2.8
21210;"BW-Pa";"BCS-Pa";2005;2;2;"4";"40";400;61000;2.9;3.5;2.9
21212;"BW-M";"BCS-M";2005;2;2;"3";"0";360;60800;3.5;4;3.5
21212;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;59100;3.5;4;3.5
21215;"BW-M";"BCS-M";2005;2;2;"3";"0";360;58800;2.7;3.5;2.7
21215;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;63700;3;3.5;3
21216;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;49800;2.3;3.5;2.3
21219;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;71200;2.8;3.5;2.8
21219;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.76139505722296;3.5;NA
21219;"BW-W";"BCS-W";2004;2;1;"1";"250";610;73000;2.9;3.5;2.9
21220;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;54100;2.5;3.5;2.5
21220;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.46886606010688;3.5;NA
21220;"BW-W";"BCS-W";2004;2;1;"1";"250";610;53700;2.4;3.5;2.4
21224;"BW-M";"BCS-M";2005;3;1;"4";"0";720;67000;2.8;3.5;2.8
21224;"BW-Pa";"BCS-Pa";2005;3;1;"4";"40";760;73000;2.8;3.5;2.8
21225;"BW-M";"BCS-M";2005;2;2;"4";"0";360;75500;2.8;3.5;2.8
21225;"BW-Pa";"BCS-Pa";2005;2;2;"4";"40";400;76800;2.9;3.5;2.9
21226;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;59100;2.5;3.5;2.5
21226;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.51259596973594;3.5;NA
21226;"BW-W";"BCS-W";2004;2;1;"1";"250";610;60000;2.6;3.5;2.6
21228;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;41300;2.3;3.5;2.3
21238;"BW-M";"BCS-M";2005;2;2;"1";"0";360;78400;3.1;3.5;3.1
21238;"BW-Pa";"BCS-Pa";2005;2;2;"1";"40";400;80200;3.1;3.5;3.1
21240;"BW-M";"BCS-M";2004;2;1;"2";"0";360;47900;2.5;3.5;2.5
21240;"BW-Pa";"BCS-Pa";2004;2;1;"2";"40";400;NA;2.6;3.5;2.6
21243;"BW-Sa";"BCS-Sa";2005;2;2;"4";"190";550;66600;2.4;3.5;2.4
21243;"BW-Sb";"BCS-Sb";2005;2;2;"4";"230";590;NA;2.3208563237428;3.5;NA
21243;"BW-W";"BCS-W";2005;2;2;"4";"250";610;64500;2.4;3.5;2.4
21248;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;53900;2.3;3.5;2.3
21248;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.28250022740428;3.5;NA
21248;"BW-W";"BCS-W";2004;2;1;"3";"250";610;55400;2.3;3.5;2.3
21256;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;61400;2.5;3.5;2.5
21256;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.49255168377527;3.5;NA
21256;"BW-W";"BCS-W";2004;2;1;"1";"250";610;64500;2.4;3.5;2.4
21262;"BW-Sa";"BCS-Sa";2003;1;1;"1";"190";190;47400;2.5;3.5;2.5
21274;"BW-Sa";"BCS-Sa";2004;2;1;"4";"190";550;60000;2.3;3.5;2.3
21274;"BW-Sb";"BCS-Sb";2004;2;1;"4";"230";590;NA;2.30925869029969;3.5;NA
21274;"BW-W";"BCS-W";2004;2;1;"4";"250";610;61500;2.3;3.5;2.3
21275;"BW-Sa";"BCS-Sa";2004;2;1;"4";"190";550;55300;2.2;3.5;2.2
21275;"BW-Sb";"BCS-Sb";2004;2;1;"4";"230";590;NA;2.22395926610149;3.5;NA
21275;"BW-W";"BCS-W";2004;2;1;"4";"250";610;58100;2.3;3.5;2.3
21281;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;60700;2.3;3.5;2.3
21281;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.3775446023588;3.5;NA
21281;"BW-W";"BCS-W";2004;2;1;"3";"250";610;54400;2.3;3.5;2.3
21285;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;45800;2.3;3.5;2.3
21286;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;58100;2.8;3.5;2.8
21286;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.73177780515123;3.5;NA
21286;"BW-W";"BCS-W";2004;2;1;"3";"250";610;60600;2.8;3.5;2.8
21289;"BW-Sa";"BCS-Sa";2003;1;1;"2";"190";190;46200;2.4;3.5;2.4
21290;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;70000;2.9;3.5;2.9
21290;"BW-Sb";"BCS-Sb";2004;2;1;"1";"230";590;NA;2.8428183314757;3.5;NA
21290;"BW-W";"BCS-W";2004;2;1;"1";"250";610;67400;2.9;3.5;2.9
21293;"BW-M";"BCS-M";2004;2;1;"4";"0";360;46600;2.7;3.5;2.7
21293;"BW-Pa";"BCS-Pa";2004;2;1;"4";"40";400;NA;2.8;3.5;2.8
21294;"BW-Sa";"BCS-Sa";2005;2;2;"4";"190";550;61700;2.4;3.5;2.4
21294;"BW-Sb";"BCS-Sb";2005;2;2;"4";"230";590;NA;2.39236337990922;3.5;NA
21294;"BW-W";"BCS-W";2005;2;2;"4";"250";610;54300;2.3;3.5;2.3
21296;"BW-Sa";"BCS-Sa";2004;2;1;"2";"190";550;67000;3;3.5;3
21296;"BW-Sb";"BCS-Sb";2004;2;1;"2";"230";590;NA;2.88709536246243;3.5;NA
21296;"BW-W";"BCS-W";2004;2;1;"2";"250";610;68700;2.8;3.5;2.8
21314;"BW-Sa";"BCS-Sa";2004;2;1;"3";"190";550;59600;2.4;3.5;2.4
21314;"BW-Sb";"BCS-Sb";2004;2;1;"3";"230";590;NA;2.35357728779721;3.5;NA
21314;"BW-W";"BCS-W";2004;2;1;"3";"250";610;55900;2.3;3.5;2.3
21316;"BW-M";"BCS-M";2005;2;2;"3";"0";360;64000;2.5;3.5;2.5
21316;"BW-Pa";"BCS-Pa";2005;2;2;"3";"40";400;NA;2.58568930190424;3.5;NA
21321;"BW-M";"BCS-M";2004;2;1;"2";"0";360;49400;2.2;3.5;2.2
21321;"BW-Pa";"BCS-Pa";2004;2;1;"2";"40";400;NA;2.5;3.5;2.5
21339;"BW-Sa";"BCS-Sa";2004;2;1;"1";"190";550;72300;2.4;3.5;2.4
